PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,Status,Master IC,,,
202410,1,42160064,23202010008,1729499296851,45,SILVRMILL NATURAL BEVERAGES (PVT) LTD,SILVRMILL,SILVERMILL/330/ML/TPK/COCONUT MILK/,255,330 ML,TPK,,1729499296851-silvrmill natural beverages -pvt- ltd-silvrmill#3.png,-,,,,
202410,1,42160064,23202010008,1729494598301,28,RGM PRODUCT ,RGM,RGM/1000/GM/PLPCH/RGM CHILLI POWDER,1500,1000 GM,PLPCH,,1729494598301-rgm product -rgm#3.png,-,,,,
202410,1,42160064,23202010008,1729494297796,12,SAKURA TAE,SAKURA TER,SAKURA/1000/GM/PLPCH/SAKURA PURE CEYLON TER,2400,1000 GM,PLPCH,,1729494297796-sakura tae-sakura ter#3.png,-,,,,
202410,1,42160064,23202010008,1729493451938,28,RGM PRODUCT ,RGM,RGM/1000/KG/PLPCH/ HILLI POWDER,0,1000 KG,PLPCH,Delete the Item,1729493451938-rgm product -rgm#3.png,-,,,,
202410,1,42160064,23202010008,1729497240776,45,HYGIENICALLY MANUFACTURED PRODUCT,SILVERMILL,SILVERMILL/330/ML/TPK/COCONUT MILK,0,330 ML,TPK,Delete the Item,1729497240776-hygienically manufactured product-silvermill#3.png,-,,,,
202410,1,42160064,23202010008,1729493746880,28,RGM PRODUCT ,RGM,RGM/1000/KG/PLPCH/CHILLI PAWDER,0,1000 KG,PLPCH,Delete the Item,1729493746880-rgm product -rgm#3.png,-,,,,
202410,1,85887616,13723010003,1729669547688,6,SACHIE BISCUITS (PVT) LTD,SACHIE BUDDY MARIE,SACHIE/360GM/PLPCH/BUDDY/MARIE BISCUIT ,280,360GM,PLPCH ,,1729669547688-sachie biscuits -pvt- ltd-sachie buddy marie#3.png,-,,,,
202410,1,4004749,52401010015,1729918363208,13,UNILEVER SRI LANKA LTD,AYUSH ,"AYUSH/70/G/CD BOX/NO-1/EXFOLIATING WELLNESS VENIVEL,ALMOND & COCONUT SHELL POWER",175,70G,CD BOX,,1729918363208-unilever sri lanka ltd-ayush #3.png,-,,,,
202410,1,4004749,52401010015,1729918128261,13,UNILEVER SRI LANKA LTD,AYUSH ,"AYUSH/70/G/CD BOX/NO-1/GLOWING RADIANCE SANDALWOOD, KUMKUMADI TALISMAN & SAFFRON ",175,70G,CD BOX,,1729918128261-unilever sri lanka ltd-ayush #3.png,-,,,,
202410,1,8151830,21407010004,1729744051535,19,UNILEVER SRI LANKA LTD,AYUSH,AYUSH\15\G\CD BOX\ANTI MARK & OIL CONTROL WITH KUMKUMADI TAILAM AND MINT,235,15G,CD BOX,,1729744051535-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,8151830,21407010004,1729749404943,26,HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY \200\ML\PBT\GENTLY CLEANES &SOFTNESS HAIR SHAMPOO +FREE BABY CHERAMY ALMOND OIL VITAMIN E MILK SOAP 70G,490,200ML,PBT,,1729749404943-hemas marketing-baby cheramy#3.png,-,,,,
202410,1,8151830,21407010004,1729746743109,27,UNILEVER SRI LANKA LTD,AYUSH,AYUSH\30\G\CD BOX\TOTAL ORAL CARE WITH CLOVE OIL & DASANAKANTHI CHOORNAM,115,30G,CD BOX,,1729746743109-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,8151830,21407010004,1728974971076,20,CIC HOLDINGS (PVT) LTD,PEADIA SURE GOLD,PEDIA SURE GOLD\380\G\TIN\CLASSIC  VANILLA NUTRITIONAL SUPPLEMENT FOR CHILDREN 1-10YEARS,5560,380G,TIN,,1729746743109-unilever sri lanka ltd-ayush#3.png,-,,,,
202410,1,8151830,21407010004,1729752420440,33,GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,GODREJ,GODREJ EXPERT \21\ML\POUCH\5 MINUTES HAIR COLOUR LIQUID NATURAL BLACK ENRICHED WITH ALOE VERA & NELLI,200,21ML,POUCH ,,1729752420440-godrej household products -pvt- ltd-godrej#3.png,-,,,,
202410,1,8151830,21407010004,1729755024364,14,SMITHKLINE BEECHAM PVT LTD,SENSODYNE,SENSODYNE \1NO\SENSITIVE SOFT TOOTH BRUSH SAVE RS 95,195,1NO,NO,,1729755024364-smithkline beecham pvt ltd-sensodyne#3.png,-,,,,
202410,1,137141097,51101010039,1729752657566,12,WEERASINGHE TEA,WST,WST/100/G/PLUPCH/THALAWAKELE,150,100G,PLUPCH,,1729755024364-smithkline beecham pvt ltd-sensodyne#3.png,-,,,,
202410,1,119015661,14320010003,1729752786938,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH/70/GM/CDBOX/GLOWING RADIANCE WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON,125,70GM,CDBOX ,,1729755024364-smithkline beecham pvt ltd-sensodyne#3.png,-,,,,
202410,1,119015661,14320010003,1729752663284,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,"AYUSH/70/GM/CDBOX/PURIFYING WELLNESS KHOMBA, PANCHAVALKADI TAILAM AND MINT",125,70GM,CDBOX ,,1729755024364-smithkline beecham pvt ltd-sensodyne#3.png,-,,,,
202410,1,91159972,20580010001,1729931792213,6,CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,100,85 GM,PLPCH ,,1729931792213-ceylon biscuits limited-munchee#3.png,-,,,,
202410,1,91159972,20580010001,1729922328134,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PBT/ADVANCED REPAIR SERUM IN LOTION,1020,100 ML,PBT,,1729922328134-unilever sri lanka ltd-vaseline#3.png,-,,,,
202410,1,88196928,13756010001,1728447558208,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY,365,100 ML,PLBOT ,,1729922328134-unilever sri lanka ltd-vaseline#3.png,-,,,,
202410,1,88196928,13756010001,1728639032543,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX/1ST CUP MALTED FOOD + FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU,780,400 GM,CDBOX ,,1729922328134-unilever sri lanka ltd-vaseline#3.png,-,,,,
202410,1,8163187,19792010001,1729921553514,13,THE SWADEHI INDUSTRIAL WORKS PLC,KHOMBA BABY,KHOMBA BABY SOAP KOHOMBA WITH COCONUT 70GM +(SAVE 15),0,70GM,CDBOX,Delete the Item,1729921553514-the swadehi industrial works plc-khomba baby#3.png,-,,,,
202410,1,8163187,19792010001,1729922041231,13,THE SWADEHI INDUSTRIAL WORKS PLC,KHOMBA BABY,KHOMBA BABY SOAP VENIVEL 70GM +SAVE 15,125,70GM,CDBOX,,1729922041231-the swadehi industrial works plc-khomba baby#3.png,-,,,,
202410,1,8163187,19792010001,1729921730099,13,THE SWADEHI INDUSTRIAL WORKS PLC,KHOMBA BABY,KHOMBA BABY SOAP KOHOMBA WITH COCONUT MILK & ALOE VERA 70GM + SAVE 15,125,70GM,CDBOX,,1729921730099-the swadehi industrial works plc-khomba baby#3.png,-,,,,
202410,1,120489649,19650010001,1729918266822,39,SAMMANA STATIONER (PVT) LTD,SAMMANEE ,SAMMANEE - B5 NOTE BOOK 200 PAGES ,370,80PAGES,1NO,,1729918266822-sammana stationer -pvt- ltd-sammanee #3.png,-,,,,
202410,2,117663690,20616020004,1729921832821,2,CHAMILA MILK PRODUCT ,CS DAILY ,CS / DAILY /200ML/CUP/ORENGE DRINK ,50,200ML,CUP,,1729921832821-chamila milk product -cs daily #3.png,-,,,,
202410,4,8155950,15547040001,1729919333069,4,C.R.B.INDUSTRIES,CHILL HOUSE ,CHILL HOUSE / 60 / ML / PLPCH / MILK FRUITY / FRUIT FLAVOURED MILK ICE LOLLY,40,60 ML,PLPCH ,,1729919333069-c-r-b-industries-chill house #3.png,-,,,,
202410,1,8164089,20259010004,1729916001537,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ,220,75GM,CDBOX,,1729916001537-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,8164089,20259010004,1729915866672,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75GM/CDBOX/ KOHOMBA AYURVEDA SOAP ,220,75GM,CDBOX,,1729915866672-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,118265264,14320010001,1729751275139,28,HIMALI STORES,HIMALI PRODUCTS,HIMALI /25/GM/PLPCH /PEPPER POWDER,125,25GM,PLPCH ,,1729751275139-himali stores-himali products#3.png,-,,,,
202410,1,118265264,14320010001,1728533602316,12,HIMALI STORES,HIMALI,HIMALI/50/GM/PLPCH /FACTORY FRESH TEA,140,50GM,PLPCH ,,1729751275139-himali stores-himali products#3.png,-,,,,
202410,1,118265264,14320010001,1729753512573,12,DULAJ MARKETING,MADOLA TEA,MADOLA TEA/50/GM/PLPCH /PURE CEYLON TEA,100,50GM,PLPCH ,,1729753512573-dulaj marketing-madola tea#3.png,-,,,,
202410,1,118265264,14320010001,1728539721531,28,HIMALI STORES,HIMALI PRODUCTS,HIMALI/50/GM/PLPCH /CHILLI POWDER,75,50GM,PLPCH ,,1728539721531-himali stores-himali products#3.png,-,,,,
202410,1,118265264,14320010001,1729751105865,28,HIMALI STORES,HIMALI PRODUCTS,HIMALI/50/GM/PLPCH /ROSTED CURRY POWDER,105,50GM,PLPCH ,,1729751105865-himali stores-himali products#3.png,-,,,,
202410,1,133671024,19703010001,1729584370826,13,HEMAS MARKETING,GOYA,GOYA ROSES /RUBY RED /70G/ CDBOX ,90,70G,CDBOX ,,1729751105865-himali stores-himali products#3.png,-,,,,
202410,2,60913749,20268020002,1729910377428,2,ROYAL FOOD PRODUCT LANKA (PVT) LTD.,SUNSHINE,SUNSHINE/200/ML/PET/MANGO NECTAR,140,200ML,PET,,1729910377428-royal food product lanka -pvt- ltd--sunshine#3.png,-,,,,
202410,2,60913749,20268020002,1729910064300,2,ROYAL FOOD PRODUCT LANKA (PVT) LTD.,SUNSHINE,SUNSHINE/500/ML/PET/MANGO NECTAR,250,500ML,PET,,1729910064300-royal food product lanka -pvt- ltd--sunshine#3.png,-,,,,
202410,2,60913749,20268020002,1729910008529,2,ROYAL FOOD PRODUCT LANKA (PVT) LTD.,SUNSHINE,SUNSHINE/500/ML/PET/MIX FRUIT NECTAR,250,500ML,PET,,1729910008529-royal food product lanka -pvt- ltd--sunshine#3.png,-,,,,
202410,2,60913749,20268020002,1729910437708,2,ROYAL FOOD PRODUCT LANKA (PVT) LTD.,SUNSHINE,SUNSHINE/200/ML/PET/ WOODAPPLE NECTAR ,140,200ML,PET,,1729910437708-royal food product lanka -pvt- ltd--sunshine#3.png,-,,,,
202410,2,60913749,20268020002,1729910315867,2,ROYAL FOOD PRODUCT LANKA (PVT) LTD.,SUNSHINE,SUNSHINE/200/ML/PET/MIX FRUIT NECTAR,140,200ML,PET,,1729910315867-royal food product lanka -pvt- ltd--sunshine#3.png,-,,,,
202410,2,60913749,20268020002,1729909878816,2,ROYAL FOOD PRODUCT LANKA (PVT) LTD.,SUNSHINE,SUNSHINE/500/ML/PET/WOODAPPLE NECTAR,250,500ML,PET,,1729909878816-royal food product lanka -pvt- ltd--sunshine#3.png,-,,,,
202410,1,131555170,14321010004,1729770286347,20,DARLEY BUTLER,COW & GATE NEXT STEP 4,COW AND GATE 4/400/GM/TIN/3-6 YEARS NEXT STEPS  600 RS SAVE,1950,400GM ,TIN,,1729770286347-darley butler-cow - gate next step 4#3.png,-,,,,
202410,1,131555170,14321010004,1729752786938,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,AYUSH/70/GM/CDBOX/GLOWING RADIANCE WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON,125,70GM,CDBOX ,,1729752786938-unilever sri lanka ltd-lever ayush#3.png,-,,,,
202410,1,131555170,14321010004,1729752663284,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,"AYUSH/70/GM/CDBOX/PURIFYING WELLNESS KHOMBA, PANCHAVALKADI TAILAM AND MINT",125,70GM,CDBOX ,,1729752663284-unilever sri lanka ltd-lever ayush#3.png,-,,,,
202410,1,131555170,14321010004,1729770673886,30,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY/30/ML/CDBOX/FLORAL BABY COLOGNE ,225,30ML,CDBOX ,,1729770673886-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,131555170,14321010004,1729752894974,13,UNILEVER SRI LANKA LTD,LEVER AYUSH,"AYUSH/70/GM/CDBOX/EXFOLIATING WELLNESS WITH VENIVEL,ALMOND OIL AND COCONUT SHELL POWDER ",125,70GM,CDBOX ,,1729752894974-unilever sri lanka ltd-lever ayush#3.png,-,,,,
202410,1,132816591,12524010001,1729061157420,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/G/CDBOX/1ST CUP MALTED FOOD/WITH MAGGI PAPARE KOTTU 75G FREE,780,400G ,CDBOX ,,1729752894974-unilever sri lanka ltd-lever ayush#3.png,-,,,,
202410,1,137327727,10895010001,1729832813769,23,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP / 400GM/ MALTED FOOD / FREE MAGGI PAPARE KOTTU 75GM/ CDBOX ,780,400GM ,CDBOX ,,1729832813769-nestle lanka-nestomalt#3.png,-,,,,
202410,2,87634231,82201020003,1729843055565,2,STASSEN FOODS LTD,PFANNER GREEN APPLE,PFANNER/1000/ML/TPK/PRUNER APFEL MELA VERDE,1520,1000ML,TPK,,1729843055565-stassen foods ltd-pfanner green apple#3.png,-,,,,
202410,1,8159141,17803010001,1729837798619,13,HEMAS MARKETING,GOYA,GOYA/70/GM/PRETTY PINK/EWRPK ,90,70 GM,EWRPK ,,1729837798619-hemas marketing-goya#3.png,-,,,,
202410,1,8159141,17803010001,1728548344334,13,HEMAS MARKETING,GOYA,GOYA/70/GM/RUBY RED/EWRPK ,90,70 GM,EWRPK ,,1729837798619-hemas marketing-goya#3.png,-,,,,
202410,1,41352211,11101010035,1729245137175,14,SMITHLINE BEECHAM PVT LTD,SENSODYNE,SENSODYNE/1N/SENSITIVE SOFT,195,1NO,CD COVER,,1729837798619-hemas marketing-goya#3.png,-,,,,
202410,1,41352211,11101010035,1729746281190,13,REEBONN LANKA PVT LTD,GODREJ,GODREJ/200G(100?2)/CDBOX/CINTHOL LIME REFRESHING DEO SOAP BUY TWO&SAVE 70/-,270,200G,CDBOX,,1729746281190-reebonn lanka pvt ltd-godrej#3.png,-,,,,
202410,1,41352211,11101010035,1729765480030,30,HEMAS MARKETING,GOLD,GOLD/50ML/CDBOX/GALAXY SPECIAL EDITION ,990,50ML,CDBOX,,1729765480030-hemas marketing-gold#3.png,-,,,,
202410,1,41352211,11101010035,1729752828382,26,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80ML/PLBOT/STUNNING BLACK SHINE SHAMPOO ACTIV MIX+FREE LIFUEBUOY 75G SOAP,340,80ML,PLBOT,,1729752828382-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,39607039,12103010016,1728704151755,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/PLPCH/LEMONGRASS,100,67 GM,PLPCH ,,1729752828382-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,39607039,12103010016,1729049415324,25,HEMAS MARKETING,FEMS,FEMS/10/NO/PLPCH/DRYTEX WINGS 3X PROTECTION ,270,10 NO,PLPCH ,,1729752828382-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,39607039,12103010016,1729843458474,27,UNILEVER SRI LANKA LTD,CLOSE UP,CLOSE UP/120/GM/CDBOX/RED HOT TRIPLE FRESH FORMULA + SAVE 40,370,120 GM,CDBOX ,,1729843458474-unilever sri lanka ltd-close up#3.png,-,,,,
202410,1,130034800,22403010001,1729760574076,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX /1 ST CUP/MOLTED FOOD/FREE PACK /PAPARE KOTTU /75/GM/PLPCH,780,400 GM,CDBOX ,,1729760574076-nestle lanka-nestomalt#3.png,-,,,,
202410,1,130034800,22403010001,1729770036303,12,GEORGE STEUARTS TEA,STEUARTS,STEUARTS TEA /200/GM/PLPCH /(100 )TEA BAGS/STEUARTS CATERING PACK,800,200 GM  ,PLPCH ,,1729770036303-george steuarts tea-steuarts#3.png,-,,,,
202410,1,130034800,22403010001,1729769236813,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/125/GM/CDBOX / REAL COCONUT MILK POWDER ,440,125 GM,CDBOX ,,1729769236813-nestle lanka-maggi coconut milk powder#3.png,-,,,,
202410,1,559871,18724010005,1729747987889,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/G/CDBOX/MALTED FOOD/WITH/MAGGI/75/G/PLPCH/PAPARE  KOTTU/FREE,780,400G,CDBOX ,,1729747987889-nestle lanka-nestomalt#3.png,-,,,,
202410,1,559871,18724010005,1729749492710,11,KINGS WAY PRODUCTS,KINGS WAY,KINGSWAY/8/G/EWRPK/LONG COOL/PEPPERMINT,10,8G,EWRPK ,,1729749492710-kings way products-kings way#3.png,-,,,,
202410,1,18776101,41405010004,1729842507857,19,NATURE'S BEAUTY CREATIONS LTD,NATURES SECRETS,NATURE SECRETS/ 100 ML / PLBOT  / BRIGHTENING CARE ENRICHED WITH COCOA BUTTER  PAPAYA  & VITAMIN B3,390,100 ML,PLBOT ,,1729842507857-nature-s beauty creations ltd-natures secrets#3.png,-,,,,
202410,1,113829675,61402010012,1728807136256,14,GLAXO SMITHKLINE BEECHAM,SENSODYNE,SENSODYNE/SOFT/SENSITIVE/TOOTH BRUSH/1 NOS,195,1 NOS,NONE,,1729842507857-nature-s beauty creations ltd-natures secrets#3.png,-,,,,
202410,1,110007833,81401010003,1729837940616,6,SACHIE BISCUITS (PVT) LTD,SACHIE BUDDY MARIE,SACHIE/360/GM/PLPCH/BUDDY MARI BISCUITS ,280,360GM,PLPCH ,,1729837940616-sachie biscuits -pvt- ltd-sachie buddy marie#3.png,-,,,,
202410,1,110007833,81401010003,1729834603823,16,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT/(110*2) 220/GM/EWRPK/LEMON LAUNDRY BAR/SAVE RS 85,170,(110*2) 220GM,EWRPK ,,1729834603823-unilever sri lanka ltd-wonderlight#3.png,-,,,,
202410,1,278216,20617010001,1729834804687,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400G/CD BOX/FREE MAGGI PAPARE KOTTU 75G,780,400G,CD BOX,,1729834804687-nestle lanka-nestomalt#3.png,-,,,,
202410,1,278216,20617010001,1729831731772,30,ICL MARKETING,BLACK KNIGHT,BLACK KINIGHT/18.5ML/POKET/DARK KIIGHT,250,18.5ML,POCEET,,1729831731772-icl marketing-black knight#3.png,-,,,,
202410,1,278216,20617010001,1729497086803,30,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5ML/POKET BOX/FRESH EXTREM/,250,18.5ML,POCET,,1729831731772-icl marketing-black knight#3.png,-,,,,
202410,1,79955141,20526010001,1729835356397,28,LAKSIRI ENTERPISES,LAKSIRI,LAKSIRI/50/GM/PLPCH/CHILLI POWDER ,75,50GM,PLPCH,,1729835356397-laksiri enterpises-laksiri#3.png,-,,,,
202410,2,79955141,20526020001,1729829829839,2,J.D.DISTRIBUTORS,JD COOL,JD COOL/190/ML/PLCUP/VINO FLAVOURED DRINK,50,190ML,PLCUP,,1729829829839-j-d-distributors-jd cool#3.png,-,,,,
202410,1,87512334,62403010002,1729829157046,26,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK DAMAGE RESTORE WITH KING COCONUT OIL SHAMPOO 80ML /FREE LIFEBUOY MILD CARE SOAP( SAVE 5),385,80ML,PLBOT,,1729829157046-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,87512334,62403010002,1729834438216,10,RAIGAM MARKETING SERVICE (PVT)LTD,RAIGAM ,RAIGAM CHICKEN FLAVOURED SOYA 40GM ( DARAPORANU SOYA),60,40GM,PLPCH,,1729834438216-raigam marketing service -pvt-ltd-raigam #3.png,-,,,,
202410,1,87512334,62403010002,1729829524851,26,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK STUNNING BLACK SHINE WITH AMLA OIL PEARL PROTEIN & VITAMIN E  80ML + FREE LIFEBUOY MILD CARE 75GM (SAVE 5),340,80ML,PLBOT,,1729829524851-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,2,50289923,18236020001,1729830375088,2,PEPSICO INTERNATIONAL,OLE CREAM SODA,OLE/400/ML/PLBOT / OLE CREAM SODA ,170,400ML,PLBOT ,,1729830375088-pepsico international-ole cream soda#3.png,-,,,,
202410,1,102946296,14562010012,1729671618922,30,IMPORTED,FOGG,FOGG/120/ML/TIN/ABSOLUTE,1850,120 ML,TIN,,1729830375088-pepsico international-ole cream soda#3.png,-,,,,
202410,1,102946296,14562010012,1729671812619,30,IMPORTED,FOGG,FOGG/120/ML/TIN/DYNAMIC,1850,120 ML,TIN,,1729830375088-pepsico international-ole cream soda#3.png,-,,,,
202410,4,120336815,11105040031,1729759678921,4,ELEPHANT HOUSE ,KULFI FLAVOURED ,ELEPHANT HOUSE /KULFI FLAVOURED WHITE CHOCO COATED ICE CREAM /PLPCH /50ML ,100,50ML,PLPCH ,,1729759678921-elephant house -kulfi flavoured #3.png,-,,,,
202410,1,131553800,12511010001,1729749684194,25,HEMAS MARKETING,FEMS,FEMS/10/NO/DRYTEX WINGS 3X PROTECTION SANTARY NAPKINS,270,10NO,,,1729749684194-hemas marketing-fems#3.png,-,,,,
202410,1,116421126,81301010014,1729754927677,9,MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/50/GM/PLPCH/MELKO FULL CREAM MILK POWDER ,130,50GM,PLPCH ,,1729754927677-maliban milk product -pvt- ltd-maliban#3.png,-,,,,
202410,1,110006556,31401010003,1729752362690,28,EMA FOOD PRODUCTS,EMA,EMA/250G/PLPCH / ROASTED CURRY POWDER ,425,250G,PLPCH ,,1729752362690-ema food products-ema#3.png,-,,,,
202410,1,110006556,31401010003,1729752163903,28,EMA FOOD PRODUCTS,EMA,EMA/250G/PLPCH/CURRY POWDER ,350,250G,PLPCH ,,1729752163903-ema food products-ema#3.png,-,,,,
202410,1,110006556,31401010003,1729752488439,28,EMA FOOD PRODUCTS,EMA,EMA/25G/PLPCH/TURMERIC POWDER ,130,25G,PLPCH ,,1729752488439-ema food products-ema#3.png,-,,,,
202410,1,110006556,31401010003,1729764345368,13,UNILEVER SRI LANKA LTD,LUX,LUX/210G/EWPRK/BRIGHT GLOW VITAMIN C + E 70G BUY 2 GET 1 FREE SOFT GLOW JASMINE 70G ,250,210G,EWPRK ,,1729764345368-unilever sri lanka ltd-lux#3.png,-,,,,
202410,1,114411332,61302010005,1729661854231,28,COLOMBO COMMODITIES,MIRICH,MIRICH/500/GM/ CHILLI POWDER/PLCH,600,500GM,PLCH,,1729661854231-colombo commodities-mirich#3.png,-,,,,
202410,2,8153695,13768020002,1729759719634,5,ESCHNOW INTERNATIONAL PVT LTD,REAL,REAL/1500/ML/PLBOT/BOTTELED DRINKING WATER,160,1500/ML,PLBOT ,,1729759719634-eschnow international pvt ltd-real#3.png,-,,,,
202410,1,41462479,12401010003,1729740998381,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA BABY,KHOMBA/67/GM/LEMONGRASS/PPP/THE SWADESHI INDUSTRIAL WORKS,100,67GM,PPP,,1729740998381-swadeshi industrial works ltd-khomba baby#3.png,-,,,,
202410,1,15751118,93301010004,1729752320543,27,HIMALAYA WELLNESS COMPANY ,HIMALAYA ,HIMALAYA COMPLETE CARE TOOTH PASTE/40 GM/CD BOX,680,40 GM,CD BOX ,,1729752320543-himalaya wellness company -himalaya #3.png,-,,,,
202410,1,15751118,93301010004,1729659639548,13,SANIK MARKETING PVT LTD ,DETTOL,DETTOL PROSKIN CARE 70GM?3 /BUY 2 GET 1 FREE ,300,70GM ?3,EWRPK ,,1729659639548-sanik marketing pvt ltd -dettol#3.png,-,,,,
202410,1,15751118,93301010004,1729659995808,13,ICL BRANDS PVT LTD,SAFE + GUARD,SAFE+GUARD MINT BREEZE 70GM?4 FREE 70GM MANDARIN TOUCH SOAP/SAVE 100,350,70GM ?4,CD BOX ,,1729659995808-icl brands pvt ltd-safe - guard#3.png,-,,,,
202410,1,15751118,93301010004,1729750187207,19,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS ALOE  VERA & NEEM BABY CREAM/200 ML/PLBOT,800,200 ML,PLBOT,,1729750187207-unilever sri lanka ltd-pears baby#3.png,-,,,,
202410,1,15751118,93301010004,1729752729135,27,ICL BRANDS PRIVATE LIMITED ,COLGATE,COLGATE MAX FRESH COOLING CRYSTALS SPICY FRESH /70 GM+ 11 GM/ FREE 15GM EXTRA/CD BOX,410,70+11 GM,CD BOX ,,1729752729135-icl brands private limited -colgate#3.png,-,,,,
202410,1,15751118,93301010004,1729150722180,30,NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY FLORAL COLOGNE/ 100 ML/ CD BOX ,570,100 ML,CD BOX ,,1729752729135-icl brands private limited -colgate#3.png,-,,,,
202410,2,130948827,14076020001,1729760050738,2,REAL COOL BEVARAGES,REAL COOL PINEAPPLE ,REAL COOL PINEAPPLE/185/ML/PLCUP/ARTIFICIAL DRINK,60,185ML ,PLCUP ,,1729760050738-real cool bevarages-real cool pineapple #3.png,-,,,,
202410,1,130948827,14076010001,1729757950275,13,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, LOTHSUMBULU, ALOE VERA/SAVE RS.15/=",130,70GM ,CDB,,1729757950275-siddhalepa ayurveda exports-kekulu#3.png,-,,,,
202410,1,130948827,14076010001,1728640665538,13,SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, SANDALWOOD, AROODA, JASMINE, KOKUM POTHU/SAVE RS.15/=",130,70GM ,CDB,,1729757950275-siddhalepa ayurveda exports-kekulu#3.png,-,,,,
202410,1,130948827,14076010001,1729755660865,21,LELAN MARKETING,SHINE MAX CLOREX,SHINE MAX CLOREX/60/ML/PBT,90,60ML,PBT,,1729755660865-lelan marketing-shine max clorex#3.png,-,,,,
202410,1,130948827,14076010001,1729749921460,28,AMARA PRODUCTS,AMARA,AMARA/100/ML/PLPCH/CHILLI PIECES,150,100GM ,PLPCH ,,1729749921460-amara products-amara#3.png,-,,,,
202410,1,130948827,14076010001,1728627484897,6,CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE CAROL COOKIES/85/GM/PLPCH,100,85GM,PLPCH ,,1729749921460-amara products-amara#3.png,-,,,,
202410,1,130948827,14076010001,1729748470572,30,ZEENATH FANCY,HP GUCCHI,HP GUCCHI/22/ML/CDB/NATURAL SPRAY ,450,22ML ,CDB,,1729748470572-zeenath fancy-hp gucchi#3.png,-,,,,
202410,1,79126872,17896010001,1729753883447,10,WIDASI PRODUCT ,WIDAS,WIDAS/I45/G/EWRPK/RAJAMUSU SOYA,70,45G,EWRPK ,,1729753883447-widasi product -widas#3.png,-,,,,
202410,1,277201,52401010007,1729742985431,10,RAIGAM MARKETING SERVICE,RAIGAM ,RAIGAM/90/G/EWRPK/NO-1/MUTTON FLAVOUR ,180,90G,EWRPK ,,1729742985431-raigam marketing service-raigam #3.png,-,,,,
