PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE
202503,1,41150385,23201090004,1743344064931,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY\100\GM\EWRPK\VENIVEL & OLIVE OIL,150,100GM,EWRPK,,1742879435460-new diamond lanka -pvt-ltd-diamond#3.png
202503,1,111420081,23201010011,1743344064931,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY\100\GM\EWRPK\VENIVEL & OLIVE OIL,150,100GM,EWRPK,,1743344064931-unilever sri lanka ltd-lifebuoy#3.png
202503,1,111420081,23201010011,1743343886408,11,DARLEY BUTLER,CANDY MAN,CANDY MAN\1\NO\EWRPK\CHEWEEE MINT,10,1NO,EWRPK,,1743343886408-darley butler-candy man#3.png
202503,2,111680545,11301020003,1742381283506,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH ,SUN CRUSH/ CARBONATED RED APPLE FLAVOURED/ 250ML/ CAN ,150,250,CAN,,1742381283506-ceylon bevrage international pvt ltd-sun crush #3.png
202503,4,63711754,14336040001,1743323947550,4,CARGILLS DAIRIES,MAGIC TANGO MANGO,MAGIC /75ML/PLPCH/TANGO MANGO ,50,75ML,PLPCH ,,1743323947550-cargills dairies-magic tango mango#3.png
202503,4,111680203,11301040011,1743227388815,3,MAXIES & COMPANY,MAXIES ,MAXIES CHICKEN SAUSAGES TEN INCH 500GM PLPCH,680,500GM,PLPCH,,1743227388815-maxies - company-maxies #3.png
202503,4,111681269,31201040010,1743059496389,3,DELMO CHICKEN & AGRO (PVT) LTD,DELMO,DELMO/100GM/PLCH/CHIKEN SAUSAGES,150,100,PLPCH,New Category,1743059496389-delmo chicken - agro -pvt- ltd-delmo#3.png
202503,2,118491236,14119020001,1743314765864,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH COTTON CANDY,SUN CRUSH COTTON CANDY/200/ML/PBT,80,200ML ,PBT,,1743314765864-ceylon bevrage international pvt ltd-sun crush cotton candy#3.png
202503,2,118491236,14119020001,1743315463792,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH TROPICAL PUNCH,SUN CRUSH TROPICAL PUNCH/200/ML/PBT,80,200ML ,PBT,,1743315463792-ceylon bevrage international pvt ltd-sun crush tropical punch#3.png
202503,2,118491236,14119020001,1743056006529,2,COCA-COLA BEVERAGES,FANTA ORANGE,FANTA ORANGE/2/L/PBT/ORANGE FLAVOURED/FREE/GLASS/1NO,480,2L,PBT,,1743315463792-ceylon bevrage international pvt ltd-sun crush tropical punch#3.png
202503,2,118491236,14119020001,1743314867575,2,CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH GINGER BEAR,SUN CRUSH ORIGINAL GINGER BEER/200/ML/PBT,80,200ML ,PBT,,1743314867575-ceylon bevrage international pvt ltd-sun crush ginger bear#3.png
202503,2,113627751,13722020003,1743326425163,2,SUNRO LANKA,SUN CREAM SODA,SUN CREAM SODA/350/ML/PBT,100,350ML ,PBT,,1743326425163-sunro lanka-sun cream soda#3.png
202503,2,113627751,13722020003,1741931564519,2,JS PRODUCTS,CEYLON CRUSH GB,CEYLON CRUSH GB/330/ML/PBT,100,330ML ,PBT,,1743326425163-sunro lanka-sun cream soda#3.png
202503,2,113627751,13722020003,1741931513644,2,JS PRODUCTS,CEYLON CRUSH CREAM SODA,CEYLON CRUSH CREAM SODA/330/ML/PBT,100,330ML ,PBT,,1743326425163-sunro lanka-sun cream soda#3.png
202503,2,113627751,13722020003,1743323310918,2,SUNRO LANKA,SUN CREAM SODA,SUN CREAM SODA/750/ML/PBT,150,750ML ,PBT,,1743323310918-sunro lanka-sun cream soda#3.png
202503,2,113627751,13722020003,1743323658121,2,JS PRODUCTS,CEYLON CRUSH NECTA,CEYLON CRUSH NECTA/750/ML/PBT,150,750ML ,PBT,,1743323658121-js products-ceylon crush necta#3.png
202503,2,113627751,13722020003,1743324289835,2,JS PRODUCTS,CEYLON CRUSH NECTA,CEYLON CRUSH NECTA/330/ML/PBT,100,330ML ,PBT,,1743324289835-js products-ceylon crush necta#3.png
202503,2,113627751,13722020003,1743323597704,2,JS PRODUCTS,CEYLON CRUSH ORANGE,CEYLON CRUSH ORANGE/750/ML/PBT,150,750ML ,PBT,,1743323597704-js products-ceylon crush orange#3.png
202503,2,113627751,13722020003,1743323060173,2,SUNRO LANKA,SUN ORANGE,SUN ORANGE/1500/ML/PBT,330,1500ML ,PBT,,1743323060173-sunro lanka-sun orange#3.png
202503,2,113627751,13722020003,1741931616181,2,JS PRODUCTS,CEYLON CRUSH ORANGE,CEYLON CRUSH ORANGE/330/ML/PBT,100,330ML ,PBT,,1743323060173-sunro lanka-sun orange#3.png
202503,2,113627751,13722020003,1743323172172,2,JS PRODUCTS,CEYLON CRUSH ORANGE,CEYLON CRUSH ORANGE/1500/ML/PBT,330,1500ML ,PBT,,1743323172172-js products-ceylon crush orange#3.png
202503,1,8161346,18777010002,1742541346776,24,LOLEEMA FOOD PRODUCTS (PVT) LTD,LOLEEMA,LOLEEMA/400/GM/NOODLES/PLCH,240,400GM,PLPCH,,1743323172172-js products-ceylon crush orange#3.png
202503,4,41588725,12401040002,1742368622000,4,CARGILLS DAIRIES,MAGIC TANGO MANGO,MAGIC / 75ML/ POUCH/ TANGO MANGO,50,85ML,POUCH,Seasonal purchases,1742368622000-cargills dairies-magic tango mango#3.png
202503,1,43980579,11201010002,1742971874543,45,EDINBOROUGH PRODUCTS (PVT) LTD,EADEN,EADEN TOMATO SAUCE/200ML/PLCVR,0,200 ML,PLCVR,Delete the Item,1742971874543-edinborough products -pvt- ltd-eaden#3.png
202503,1,43980579,11201010002,1742971656401,45,EDINBOROUGH PRODUCTS (PVT) LTD,EADEN,EADEN TOMATO SAUCE/375 ML/PLCVR,0,375 ML,PLCVR,Delete the Item,1742971656401-edinborough products -pvt- ltd-eaden#3.png
202503,1,8150982,13031010001,1742798181120,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1/KG/PLPCH/2 IN 1 DOUBLE PERFUME LOCK - DOUBLE CLEANING CRYSTALS CLEAN & SAKURA FRESH DETERGENT POWDER/SAVE RS 60,320,1KG,PLPCH,,1742971656401-edinborough products -pvt- ltd-eaden#3.png
202503,1,8150982,13031010001,1743230300835,16,UNILEVER SRI LANKA LTD,WONDERLIGHT,NEW WONDERLIGHT/220(110×2)/GM/EWRPK/LEMON LAUNDRY BAR /SAVE RS 20,200,220GM,EWRPK ,,1743230300835-unilever sri lanka ltd-wonderlight#3.png
202503,1,8150982,13031010001,1742798293121,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1/KG/PLPCH/2 IN 1 DOUBLE PERFUME LOCK - DOUBLE CLEANING CRYSTALS CLEAN & LEMON FRESH  DETERGENT POWDER/SAVE RS 60,320,1KG,PLPCH,,1743230300835-unilever sri lanka ltd-wonderlight#3.png
202503,1,87691081,13772010002,1743138279646,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/25/GM/PLPCH/SNAVOURY BISCUIT KOREAN RAMEN,50,25 GM,PLPCH ,,1743230300835-unilever sri lanka ltd-wonderlight#3.png
202503,1,56652479,14121010001,1742184823229,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/100/GM/EWRPK/VENIVEL & OLIVE OIL FOR HEALTHY SKIN,150,100GM,EWRPK ,,1743230300835-unilever sri lanka ltd-wonderlight#3.png
202503,1,56652479,14121010001,1743326550607,39,ATLAS AXILLIA CO. (PVT) LTD,ATLAS,ATLAS/80/B5 DOUBLE RULE,150,80 PAGES,,,1743326550607-atlas axillia co- -pvt- ltd-atlas#3.png
202503,1,8151830,21407010004,1743238520929,26,UNILEVER SRI LANKA LTD,DOVE,DOVE\180\ML\PBT\HAIR FALL RESCUE BIO-PROTIEN CARE SHAMPOO ,750,180ML,PBT,,1743238520929-unilever sri lanka ltd-dove#3.png
202503,1,131554171,13426010004,1743228396595,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/100/G/EWRPK/VENIVEL & OLIVE OIL,150,100G,EWRPK,,1743228396595-unilever sri lanka ltd-lifebuoy#3.png
202503,1,131554171,13426010004,1743229397386,13,UNILEVER LANKA CONSUMER LTD,DOVE,DOVE/100/G/CD BOX/PINK BAR MOISTURIZING CREAM,360,100G,CD BOX,,1743229397386-unilever lanka consumer ltd-dove#3.png
202503,1,131554171,13426010004,1743229251340,13,UNILEVER LANKA CONSUMER LTD,DOVE,DOVE/50/G/CD BOX/CREAM VAR,185,50G,CD BOX,,1743229251340-unilever lanka consumer ltd-dove#3.png
202503,1,242520,12103010039,1742377389637,26,BELLOSE LANKA LTD,BELLOSE,BELLOSE/50/ML/PLPCH/HAIR LOSS CONTROL KERATIN SHAMPOO,135,50 ML,PLPCH ,,1743229251340-unilever lanka consumer ltd-dove#3.png
202503,5,11123,12050005,1743305941144,38,ASANKA HARDWARE,ASSANKA HARDWARE,ASANKA HARDWARE/4/L/BUCKET/WOOD STAIN,9500,4L,BUCKET,,1743305941144-asanka hardware-assanka hardware#3.png
202503,4,8166067,20645040001,1742966840652,4,CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/900/ML/PLCUP/APE PENI KURUMBA,790,900ML,PLCUP,,1743305941144-asanka hardware-assanka hardware#3.png
202503,1,60737718,20268010001,1742439258682,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/100/GM/EWPK/VENIVEL & OLIVE OIL FOR HEALTHY SKIN,150,100GM,EWPK,,1743305941144-asanka hardware-assanka hardware#3.png
202503,1,131555648,14572010001,1742446491015,26,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/40/ML/PLBOT/HEALTH SHAMPOO PIROCTONE OLAMINE FORMULA,130,40 ML,PLBOT ,,1743305941144-asanka hardware-assanka hardware#3.png
202503,1,131555648,14572010001,1743138279646,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN,MALIBAN/25/GM/PLPCH/SNAVOURY BISCUIT KOREAN RAMEN,50,25 GM,PLPCH ,,1743305941144-asanka hardware-assanka hardware#3.png
202503,1,110005856,21301010007,1743154802824,29,MULTICHEMI INTERNATIONAL LTD,DASH,DASH/100/ML/PLBT/MAGIC-SOFT FLORAL FRESH FABRIC CONDIT,145,100ML,PLBT,,1743154802824-multichemi international ltd-dash#3.png
202503,1,110005856,21301010007,1742621020073,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDOL/80/GM/CDBOX/VOLIN GOLD FOR GOLDEN COMPLEXION WITH LOVING FRAGRANCE /SAVE RS 25,100,80GM,CDBOX,,1743154802824-multichemi international ltd-dash#3.png
202503,1,110005856,21301010007,1742620705640,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDOL/80/GM/CDBOX/VOLIN PINK SECRET BEAUTY OIL WITH SAFFRON /SAVE RS 25,100,80GM,CDBOX,,1743154802824-multichemi international ltd-dash#3.png
202503,1,110005856,21301010007,1743138147505,29,MULTICHEMI INTERNATIONAL LTD,DASH,DASH/100/ML/PLBT/MAGIC-SOFT AQUA FRESH FABRIC CONDITIONER ,145,100ML,PLBT,,1743138147505-multichemi international ltd-dash#3.png
202503,1,110005856,21301010007,1742620855989,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDOL/80/GM/CDBOX/VOLIN WHITE SECRET BEAUTY OIL WITH  SAFFRON/SAVE RS 25,100,80GM,CDBOX,,1743138147505-multichemi international ltd-dash#3.png
202503,1,125882423,61402010006,1743137439184,13,HEMAS MARKETING,GOYA,GOYA/ROSES/CREAMY/BLISS/65 GM/CDBOX,90,65 GM,CDBOX,,1743137439184-hemas marketing-goya#3.png
202503,1,125882423,61402010006,1742972616538,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/BEST EVER/2 IN 1/CLEAN & SAKURA/FRESH/DOUBLE PERFUME LOCK/1000 GM/PLPCH/PRICE OFF RS.60/=,330,1000 GM,PLPCH,,1743137439184-hemas marketing-goya#3.png
202503,1,8159068,17800010001,1741406163560,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/ALOE FRESH/WITH NATURAL ALOE EXTRACTS SERUM IN LOTION ,425,100 ML,PLBOT ,,1743137439184-hemas marketing-goya#3.png
202503,1,45735234,11201010016,1742452780402,43,LANKA CANNERIES,MD,MD SUPERCHEF TOMATO SAUCE/200GM/PLPOUCH,180,200GM,PLPOUCH ,,1743137439184-hemas marketing-goya#3.png
202503,1,61892560,12103010004,1742290671534,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/100/GM/EWRPK/VENIVEL & OLIVE OIL FOR HEALTHY SKIN,150,100 GM,EWRPK ,,1743137439184-hemas marketing-goya#3.png
202503,1,61892560,12103010004,1743151645721,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1000/GM/PLPCH/CLEAN & ROYAL LAVENDER DETERGENT POWDER + SAVE 60,320,1000 GM,PLPCH ,,1743151645721-unilever sri lanka ltd-sunlight detergent#3.png
202503,1,61892560,12103010004,1743155370569,28,DG PRODUCTS,D&G,D&G/100/GM/PLPCH/CURRY POWDER ,150,100 GM,PLPCH ,,1743155370569-dg products-d-g#3.png
202503,1,61892560,12103010004,1743150076770,9,MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/400/GM/CDBOX/FULL CREAM MILK POWDER + FREE YAHAPOSHA/50/GM/PLPCH/PROCESSED MULTI GRAIN PRODUCT ,1100,400 GM,CDBOX ,,1743150076770-maliban milk product -pvt- ltd-maliban#3.png
202503,1,61892560,12103010004,1741760311925,26,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/40/ML/PBT/ANTI DANDRUFF SHAMPOO PIROCOTONE OLAMINE FORMULA ,130,40 ML,PBT,,1743150076770-maliban milk product -pvt- ltd-maliban#3.png
202503,1,61892560,12103010004,1743070643842,19,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS BABY/100/ML/PBT/ALOE VERA & NEEM BABY CREAM + SAVE 40,330,100 ML,PBT,,1743070643842-unilever sri lanka ltd-pears baby#3.png
202503,1,559548,18675010001,1742962334609,16,MURUTHALAWA COMPANY,AZMIYA,AZMIYA / 100 GM / BLUE LAUNDUY SOAP,80,100 GM,PLPCH,,1742962334609-muruthalawa company-azmiya#3.png
202503,1,8162687,61402010008,1743157098893,21,UNILEVER SRI LANKA LTD,VIM,VIM/POWER/OF 100 LIMES(400GM+100GM)/BUY (100GM×4) GET 1×(100 GM)FREE/EWRPK,280,400 GM,EWRPK,,1743157098893-unilever sri lanka ltd-vim#3.png
202503,1,8163666,19827010001,1743234740371,28,LAKSHAKTHI FOOD PRODUCTS,LAKSHAKTHI,LAKSHAKTHI/250/GM/PLPCH/ CURRY POWDER ,360,250 GM,PLPCH ,,1743234740371-lakshakthi food products-lakshakthi#3.png
202503,1,111618991,14329010008,1743148440142,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/1KG/PLPCH/CLEAN &ROYAL LAVENDER 2 IN 1 DETERGENT POWDER SAVE RS 60.00 ,320,1KG,PLPCH ,,1743148440142-unilever sri lanka ltd-sunlight detergent#3.png
202503,4,8150737,21101040025,1743222242523,4,CEYLON COLD STORES,ELEPHANT HOUSE ,"ELEPHANT HOUSE/1/LTR/PLTUB/CHOCOLATE FLAVOURED ICE CREAM, SAVE RS 85",485,1LTR,PLTUB ,New SKU,1743222242523-ceylon cold stores-elephant house #3.png
202503,4,8150737,21101040025,1743223293732,4,CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE/120/ML/EWRPK /FRUIT & NUT ICE CREAM-CONE,160,120ML,EWRPK ,New SKU,1743223293732-ceylon cold stores-elephant house #3.png
202503,4,8150737,21101040025,1743222629344,4,CEYLON COLD STORES,ELEPHANT HOUSE ,"ELEPHANT HOUSE/2/LTR/PLTUB/IMORICH,VERY BERRY",2200,2LTR,PLTUB ,New SKU,1743222629344-ceylon cold stores-elephant house #3.png
202503,1,45792949,11403010001,1743245192984,6,MALIBAN BISCUIT MANUFACTORIES(PVT)LTD ,MALIBAN ,MALIBANSNACKERS KOREAN RAMEN /SAVOURY BISCUITS/25G/PLPCH,50,25G,PLPCH,,1743245192984-maliban biscuit manufactories-pvt-ltd -maliban #3.png
202503,1,45792949,11403010001,1742624791780,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/VENIVEL &OLIVE OIL FOR HEALTHYSKIN/100G/EWRPK,150,100G,EWRPK,,1743245192984-maliban biscuit manufactories-pvt-ltd -maliban #3.png
202503,1,58046786,19705010001,1742971387735,23,NESTLE LANKA,NESTOMALT,NESTOMALT/1 ST CUP/400 GM/PLPCH/FREE/MAGGI PAPARE/CHILLI CHICKEN/76GM/PLPCH,770,400 GM,PLPCH,,1742971387735-nestle lanka-nestomalt#3.png
202503,1,58046786,19705010001,1742972616538,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/BEST EVER/2 IN 1/CLEAN & SAKURA/FRESH/DOUBLE PERFUME LOCK/1000 GM/PLPCH/PRICE OFF RS.60/=,320,1000 GM,PLPCH,,1742971387735-nestle lanka-nestomalt#3.png
202503,1,120106199,10260010001,1742537090172,13,SWADESHI INDUSTRIAL WORKS LTD,RANI,RANI/90/GM/CD BOX/SANDALWOOD +PRICE OFF RS 25,160,90 GM,CD BOX,,1742971387735-nestle lanka-nestomalt#3.png
202503,1,120106199,10260010001,1742537584346,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA ,KHOMBA/90/GM/PL POU/ORIGINAL HERBAL CARE + SAVE RS 25,160,90 GM,PL POU,,1742971387735-nestle lanka-nestomalt#3.png
202503,1,120106199,10260010001,1742442582440,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT/500/GM/PL POU/DETERGENT POWDER 2 IN 1 CLEAN & ROSE FRESH+SAVE RS 20,180,500 GM,PL POUCH,,1742971387735-nestle lanka-nestomalt#3.png
202503,4,134734552,11201040017,1743228622826,3,MAXIES & COMPANY,MAXIES,MAXIES CHICKEN SAUSAGES 10 INCH/500GM/PLPCH ,680,500GM,PLPCH,Any other reason,1743228622826-maxies - company-maxies#3.png
202503,1,118265320,14320010004,1741585255875,10,HIRU CHEF FOODS,HIRU,HIRU/50/GM/PLPCH/TIKIRI SOYA,70,50GM ,PLPCH ,,1743228622826-maxies - company-maxies#3.png
202503,1,101292761,17983010003,1742967940200,21,DINIDU PRODUCT ,SURE,SURE 250/ML/PBT/NO-1/LEMON DISH WADH LIOQID,220,250ML,PBT,,1743228622826-maxies - company-maxies#3.png
202503,1,8158659,17722010002,1743233284173,28,CHOICE FOODS HOLDINGS PVT LTD,CHOICE FOODS,CHOICE FOOD/30/G/EWRPK/NO-1/CHICKEN CURRY MIX ,80,30G,EWRPK ,,1743233284173-choice foods holdings pvt ltd-choice foods#3.png
202503,1,8154039,14562010007,1743220399616,13,HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY/75 GM×5/CDBOX/HERBAL BABY SOAP KOHOMBA & VENIVEL + SAVE RS.45/-,680,75 GM ×5,CDBOX ,,1743220399616-hemas marketing-baby cheramy#3.png
202503,1,8154039,14562010007,1743232386249,9,PURE DALE CEYLON (PVT) LTD,PUREDALE,PURE DALE/400/GM/CDBOX/FULL CREAM MILK POWDER,1050,400 GM,CDBOX ,,1743232386249-pure dale ceylon -pvt- ltd-puredale#3.png
202503,4,111620032,53403040001,1742966031029,4,CEYLON COLD STORES,ELEPHANT HOUSE WONDER,ELEPHANT HOUSE/120/ML/EWRPK/WONDER FRUIT & NUT ICE-CREAM ,160,120 ML ,EWRPK,Seasonal purchases,1743232386249-pure dale ceylon -pvt- ltd-puredale#3.png
202503,1,117663851,20618010001,1743140955433,15,STAR HOLDINGS INTERNATIONAL,STAR ,STAR LIGT/40/POCH PACK /JASMINE &LIME ,20,40G,POCH ,Consumer Incentive,1743232386249-pure dale ceylon -pvt- ltd-puredale#3.png
202503,1,117663851,20618010001,1743226806915,13,UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY /75G/PWRPK/VELVET & OLIVE ,110,75G,PWRPK,,1743226806915-unilever sri lanka ltd-lifebuoy #3.png
202503,1,117663851,20618010001,1743224847317,26,UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY /40ML/PBT/PIROCTONE OLAMINE /ANTIDROUF /SAMPOO,130,40ML,PBT,,1743224847317-unilever sri lanka ltd-lifebuoy #3.png
202503,1,117663851,20618010001,1743139731376,13,UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY /100G/POCH /VENIVAL & OLIVE OIL/,150,100G,POCH ,,1743224847317-unilever sri lanka ltd-lifebuoy #3.png
202503,1,117663851,20618010001,1742884173313,15,UNILEVER SRI LANKA LTD,SUNLIGHT DETERGENT,SUNLIGHT /500G/POCH PACK /ROSE /SAVE 20/-,180,500G,POCH ,,1743224847317-unilever sri lanka ltd-lifebuoy #3.png
202503,1,117663851,20618010001,1743057390257,27,HEMAS MARKETING,CLOGARD,CLOGARD /40G/CD BOX /MINT FAVOR /,125,40G,CD,,1743224847317-unilever sri lanka ltd-lifebuoy #3.png
202503,2,117663851,20618020001,1743229397049,2,BAVERGE INTERNATIONAL PVT,SUN CRUSH ,SUN /CRUSH /200ML/PET/COTTON CANDY /,80,200ML,PET,,1743229397049-baverge international pvt-sun crush #3.png
202503,2,117663851,20618020001,1743229510424,2,BAVERGE INTERNATIONAL PVT,SUN CRUSH ,SUN /CRUSH /200ML/TROPICAL PUNCH/,80,200ML,PET,,1743229510424-baverge international pvt-sun crush #3.png
202503,2,117663851,20618020001,1743229978108,2,BAVERGE INTERNATIONAL PVT,SUN CRUSH ,SUN /CRUSH /200ML/PET/CREAM SODA,80,200ML,PET,,1743229978108-baverge international pvt-sun crush #3.png
202503,2,117663851,20618020001,1743230060151,2,BAVERGE INTERNATIONAL PVT,SUN CRUSH ,SUN/CRUSH/200ML /GINGER /,80,200ML,PET,,1743230060151-baverge international pvt-sun crush #3.png
202503,1,558126,15986010002,1743058311558,6,CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE CREAM CRACKER/490/GM/PLPCH/CREAM CRACKER/SAVE RS 60,420,490,PLPCH,,1743058311558-ceylon biscuits limited-munchee #3.png
202503,1,558126,15986010002,1743057691450,6,MALIBAN BISCUIT MANUFACTORIES,MALIBAN BISCUIT ASSORTMENT,MALIBAN CREAM CRACKER/490/GM/PLPCH/FAMILY PACK/SAVE RS 60,420,490,PLPCH,,1743057691450-maliban biscuit manufactories-maliban biscuit assortment#3.png
202503,4,131557358,71404040006,1742893398427,4,CARGILLS DAIRIES,MAGIC FALUDA,MAGIC/1000/ML/PLTUB/FALUDA ICE CREAM WITH STRAWBERRY SAUCE,950,1000ML,PLTUB,,1743057691450-maliban biscuit manufactories-maliban biscuit assortment#3.png
202503,1,131557371,71404010009,1742468083738,26,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/40/ML/PBT/HEALTH ANTI DANDRUFF SHAMPOO PIROCTONE OLAMINE FORMULA,130,40ML,PBT,,1743057691450-maliban biscuit manufactories-maliban biscuit assortment#3.png
202503,2,111680515,11301020008,1742362375724,2,DAAN BEVERAGE,DAAN ,DAAN /WOODAPPLE NECTA /200ML/ PBT ,140,200ML,PBT,,1742362375724-daan beverage-daan #3.png
202503,1,120547179,10946010003,1742986174243,27,HETTIGODA INDUSTRIES (PVT)LTD,SIDDHALEPA,SUPIRIVICKY WITH GARCINK/AYURVEDIC TOOTHPASTE /(70×2)FREE SUPIRIVICKY TOOTH BRUS/SAVE 100,400,70G,CDBOK,,1742986174243-hettigoda industries -pvt-ltd-siddhalepa#3.png
202503,1,133670162,14593010001,1743158760318,13,UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/100/GM/EWREP/VENIVEL & OLIVE OIL  FOR HEALTHY SKIN,150,100GM ,EWREP ,,1743158760318-unilever sri lanka ltd-lifebuoy#3.png
202503,1,133670162,14593010001,1742722704159,21,UNILEVER SRI LANKA LTD,VIM,VIM/400(100G×4)/GM/PLPCH/POWER OF 100 LIMS/BUY 4 GET 1 FREE,280,400GM(100G×4),PLPCH ,,1743158760318-unilever sri lanka ltd-lifebuoy#3.png
